close,volume,open,high,low,label
0.7926473714,0.005081084567,0.8138121547,0.7926565875,0.7888026608,
0.7738407294,0.004623271109,0.8082872928,0.7872570194,0.7738359202,1
0.8234322803,0.0003288519199,0.8364640884,0.8147948164,0.8420177384,1
0.8070834173,0.001976335558,0.8055248619,0.7985961123,0.8109756098,1
0.7961841754,0.001134861528,0.8066298343,0.7877969762,0.8109756098,0
0.7889906757,0.006680207628,0.7924640884,0.7899568035,0.7944179601,1
0.7983640238,0.0007092884547,0.8110497238,0.7899568035,0.816518847,1
0.7792903504,0.001366992295,0.7889502762,0.7710583153,0.772172949,1
0.7699497,0.02898088145,0.7834254144,0.7629589633,0.7805875831,1
0.8021787585,0.001718412483,0.803718232,0.7937365011,0.8091629712,1
0.7663093532,0.002192346133,0.7895027624,0.7731155508,0.7839135255,1
0.8092632657,0.01053293355,0.8232044199,0.8018358531,0.7960088692,1
0.8081733415,0.003623819196,0.8154696133,0.8023758099,0.8209534368,1
0.8367838517,0.01107134797,0.8386740331,0.8350053996,0.8442350333,1
0.8342225298,0.0009801076829,0.8474033149,0.8254859611,0.8529933481,1
0.8340699404,0.0008285778766,0.869558011,0.8471382289,0.8528381375,1
0.8343315222,0.008630750879,0.8635359116,0.8412526998,0.8376940133,1
0.783105085,0.0001612019215,0.7955801105,0.774838013,0.8009977827,1
0.8079662559,0.006370699939,0.8044198895,0.7994708423,0.8071008869,1
0.7979389533,0.003633491311,0.8106187845,0.7895356371,0.8160864745,0
0.783666396,0.002205242286,0.8115469613,0.7904427646,0.7899113082,1
0.753731628,0.005616274946,0.7872983425,0.7667440605,0.7688470067,1
0.7793993428,0.002698520166,0.8154696133,0.7948164147,0.7972283814,1
0.7640804582,0.0004965019183,0.7762928177,0.755988121,0.7816463415,1
0.8005438722,0.007679659542,0.844198895,0.8223542117,0.8176274945,1
0.7983640238,0.01687461715,0.7872928177,0.7899568035,0.7926829268,1
0.7258840648,0.006135345133,0.7895027624,0.7688984881,0.7427937916,0
0.8147128867,0.001608795177,0.8276243094,0.8061555076,0.8331485588,1
0.8643044376,0.007679659542,0.8585635359,0.8552915767,0.8627161863,1
0.8623371245,0.00963342683,0.8546961326,0.8547462203,0.8586474501,0
0.8273560074,0.007031627817,0.8262044199,0.8186825054,0.8317239468,0
0.8532744048,0.002060160557,0.8571381215,0.844362851,0.8627605322,0
0.8201625077,0.007060644163,0.8640331492,0.8417386609,0.838691796,1
0.8365113706,0.007489441274,0.8432541436,0.8350593952,0.8343126386,1
0.8408710674,0.001795789406,0.8432872928,0.8320734341,0.8488636364,1
0.8413451844,0.01078763259,0.8790055249,0.8579913607,0.8602383592,1
0.8196720418,0.001483057678,0.8513812155,0.8293736501,0.8381929047,1
0.7940588232,0.003130541316,0.8066850829,0.7856911447,0.8121396896,1
0.8098082278,0.00437502015,0.7878453039,0.8012958963,0.7932372506,1
0.8261734396,0.005516329755,0.8168508287,0.8218142549,0.8223392461,0
0.7836445975,0.002430924977,0.7902154696,0.7753725702,0.7956152993,0
0.8038136448,0.02339039881,0.8276243094,0.8061555076,0.7860310421,1
0.8225712402,0.001031692298,0.8355911602,0.8139416847,0.8411419069,1
0.820489485,0.01872843924,0.8386740331,0.8169546436,0.8197062084,1
0.8237047613,0.003136989393,0.882320442,0.8596112311,0.8320399113,1
0.9028005602,0.007969823,0.8887127072,0.8944114471,0.894440133,1
0.871933907,0.04690975916,0.8790055249,0.8785043197,0.8785643016,0
0.8528602336,0.04563948802,0.8629834254,0.8483045356,0.860864745,1
0.8621245892,0.006344907631,0.8646077348,0.8531317495,0.8702549889,1
0.8104621824,0.007283102815,0.8314917127,0.8099352052,0.828713969,1
0.8468656505,0.001447593255,0.8626022099,0.8403401728,0.8658536585,1
0.8310617497,0.00172486056,0.8716685083,0.8492008639,0.8497782705,1
0.7929144028,0.004394364381,0.7850828729,0.8017548596,0.7904656319,1
0.7721731454,0.01310571622,0.7563535912,0.7721382289,0.7610864745,0
0.7711159189,0.004333107651,0.7778950276,0.7629589633,0.7460310421,0
0.6687665873,0.01728084599,0.7193370166,0.7207883369,0.684695122,1
0.7122600123,0.00702517974,0.7917127072,0.7710583153,0.7289356984,1
0.7858298955,0.02482187188,0.8165745856,0.8250539957,0.8037694013,1
0.8910075804,0.04692265532,0.8281767956,0.8960853132,0.8337028825,1
0.86398291,0.01624915369,0.9480662983,0.9257559395,0.8752771619,0
0.9079014055,0.01691008157,0.9502762431,0.9391306695,0.9279379157,1
0.9112692712,0.007924686462,0.9386740331,0.9341144708,0.9313636364,1
0.938964245,0.01027501048,0.9751381215,0.97587473,0.9595343681,1
0.9273238546,0.1572234581,0.9464088398,0.9319816415,0.9388636364,1
0.9880108338,0.1900860818,0.9955801105,0.9778617711,0.9778824834,1
1,0.0171389883,0.9939226519,1,1,1
0.9738908659,0.01745172002,1,0.9762419006,0.9916518847,0
0.9755747988,0.006664087436,0.9852762431,0.9655399568,0.9805820399,1
0.9476836386,0.009401296063,0.9552486188,0.9508639309,0.9550997783,1
0.9542231838,0.01206757585,0.9491712707,0.9443844492,0.9502660754,1
0.9342939199,0.007305671084,0.9414364641,0.9246382289,0.9376552106,0
0.8908822391,0.006299771093,0.9027624309,0.88162527,0.9041019956,1
0.8915525425,0.008334139343,0.8997237569,0.885512959,0.8808203991,1
0.8877378078,0.06395202631,0.8937569061,0.8785097192,0.8774944568,1
0.9035417087,0.01268659122,0.873480663,0.8941684665,0.8791574279,1
0.8713889449,0.01599767869,0.8585635359,0.8683477322,0.8641906874,0
0.8681191723,0.005616274946,0.8804640884,0.8698704104,0.8818569845,0
0.8468656505,0.08298030113,0.8745856354,0.861987041,0.8625831486,1
0.8692090965,0.09043750202,0.8762430939,0.8655507559,0.8650886918,1
0.816347773,0.07375310314,0.8193370166,0.8201943844,0.8198447894,1
0.8093668085,0.1026695038,0.8121546961,0.810475162,0.8126385809,1
0.8065384553,0.005661411484,0.8053370166,0.7980561555,0.8107871397,1
0.783105085,0.09098558855,0.8055414365,0.7845734341,0.7893569845,0
0.7326252459,0.001138085566,0.7397790055,0.7248218143,0.7450110865,1
0.719453512,0.003546442274,0.7342541436,0.7149028078,0.7328159645,1
0.678303424,0.0004900538414,0.6893314917,0.6709989201,0.6943957871,1
0.6642434019,0.004113873037,0.6750773481,0.6570680346,0.680094235,1
0.665464117,0.003201470162,0.6861878453,0.6679265659,0.6723946785,1
0.6490880059,0.1043234355,0.650718232,0.6495680346,0.6529933481,1
0.618864408,0.01069413547,0.6342541436,0.624524838,0.6308203991,1
0.6228862283,0.04865073992,0.6563535912,0.6387688985,0.6380266075,1
0.6452296743,0.04590063514,0.646961326,0.6387688985,0.6513303769,1
0.6408699775,0.01915401232,0.6635359116,0.6457883369,0.6480044346,1
0.6593986888,0.02578908341,0.6712707182,0.6590820734,0.6751662971,1
0.6687338896,0.006228842248,0.6662983425,0.6615172786,0.671286031,1
0.6386901291,0.0166779508,0.6513259669,0.6341792657,0.6535476718,0
0.6476820037,0.04640680917,0.6541436464,0.6430507559,0.6563192905,1
0.6455893493,0.02345165554,0.6480662983,0.6423056156,0.6529933481,1
0.5980904528,0.009098236451,0.6154696133,0.598812095,0.6050831486,1
0.6159761089,0.02052100461,0.635359116,0.61825054,0.6241685144,1
0.6642924485,0.0009252990296,0.6882651934,0.6699568035,0.6801441242,1
0.6839219832,0.02139471903,0.6950276243,0.6765658747,0.6937361419,1
0.6600526433,0.002704968243,0.673480663,0.6679697624,0.6758314856,1
0.671387855,0.01045878067,0.6712707182,0.6679265659,0.6758370288,1
0.6888266421,0.02412547958,0.6966850829,0.6873920086,0.6951219512,0
0.6893716042,0.0395718477,0.691160221,0.6819654428,0.6893569845,1
0.6754750707,0.02302285843,0.7071823204,0.6884449244,0.691518847,1
0.726973989,0.03614469484,0.7436464088,0.7478401728,0.7269955654,1
0.7286088753,0.02514427572,0.7585635359,0.7386609071,0.7405764967,1
0.7237042164,0.007973047039,0.726519337,0.7181425486,0.7317073171,1
0.7013607704,0.06459683399,0.7099447514,0.6992386609,0.7017738359,1
0.6954206835,0.2843311732,0.6950276243,0.6879589633,0.7001108647,1
0.7209194601,0.001154205758,0.7315469613,0.7132235421,0.736751663,0
0.7019057325,0.009649547023,0.7091491713,0.7032073434,0.7142793792,1
0.7250829705,0.01122932585,0.7585635359,0.744049676,0.7419789357,1
0.7604673595,0.01268014315,0.7682762431,0.7580453564,0.7667405765,1
0.7460258639,0.00008704903762,0.7579889503,0.7380993521,0.7632815965,1
0.7280639132,0.05224554277,0.7359116022,0.7278617711,0.7314301552,1
0.7275189511,0.06852693684,0.7339779006,0.719762419,0.7333758315,1
0.7237042164,0.00507463649,0.7513812155,0.7316414687,0.7389135255,1
0.7196170006,0.04980816971,0.7193370166,0.7159773218,0.7233924612,1
0.7159657546,0.01592997389,0.723038674,0.7083153348,0.7210088692,0
0.7239766974,0.002666279782,0.7259668508,0.7162526998,0.7289356984,1
0.7188649529,0.008485669149,0.744198895,0.7246220302,0.7305986696,1
0.726973989,0.02803623819,0.7332596685,0.7192224622,0.7364190687,1
0.7045378994,0.01012992875,0.7254143646,0.7062634989,0.7156873614,1
0.7239766974,0.007473321082,0.7370165746,0.7176025918,0.7311529933,1
0.754767056,0.03694103234,0.7649723757,0.7564794816,0.7702882483,1
0.754767056,0.001570106716,0.7745856354,0.7543196544,0.7690465632,1
0.756347446,0.01493374601,0.7667513812,0.7483261339,0.7663525499,1
0.7524891144,0.006786600896,0.7624309392,0.7445032397,0.7677383592,1
0.7264290269,0.00811490473,0.7414364641,0.7219222462,0.7333481153,1
0.7673011842,0.04800915627,0.7767955801,0.7645788337,0.7821507761,1
0.7471375866,0.1105329336,0.7679558011,0.7478401728,0.7566518847,1
0.7659115309,0.01161298643,0.7834254144,0.7629589633,0.7793791574,1
0.7809252366,0.01250926911,0.7909392265,0.774838013,0.7932926829,1
0.7531321697,0.009565722023,0.7657458564,0.7504049676,0.7690742794,1
0.7465163298,0.02222007286,0.7596685083,0.7402807775,0.7544345898,1
0.7836500471,0.02338395074,0.7834254144,0.7753779698,0.7883037694,1
0.7618515632,0.01396653448,0.782320442,0.7618790497,0.7738470067,0
0.7820151608,0.004304091305,0.7972375691,0.7764578834,0.7942960089,1
0.7888271871,0.006119224941,0.7779005525,0.7805075594,0.7832594235,1
0.7629414874,0.01781926041,0.7745856354,0.7597192225,0.7777161863,0
0.743867814,0.4724054551,0.7464088398,0.7374892009,0.7466740576,1
0.7040855808,0.02167843441,0.7165745856,0.701349892,0.7134146341,1
0.6980909978,0.005477641293,0.6922651934,0.6906047516,0.6973392461,1
0.6648483098,0.01194506239,0.6745856354,0.6576673866,0.6730044346,0
0.6752025897,0.008405068188,0.6917127072,0.6740550756,0.6901330377,1
0.6468645606,0.03716671503,0.675718232,0.6576943844,0.6602549889,1
0.6513713971,0.0304026824,0.673480663,0.6644708423,0.6663248337,1
0.7498623971,0.02088532095,0.7607734807,0.7456803456,0.7533259424,1
0.7862277179,0.01914756424,0.7901657459,0.7813174946,0.7925166297,1
0.7738407294,0.02827481704,0.794198895,0.7754697624,0.7915742794,1
0.747290176,0.01973433923,0.7607734807,0.7408207343,0.7587749446,1
0.7411430035,0.01425024986,0.753038674,0.7380669546,0.7522172949,1
0.7033771301,0.005026275913,0.7038674033,0.6958423326,0.7089800443,1
0.6822870969,0.004571686495,0.6850828729,0.6790442765,0.6901330377,1
0.6708428929,0.08746171454,0.6966850829,0.6781857451,0.6790465632,1
0.6626684614,0.06267530709,0.6690607735,0.6646868251,0.6735033259,1
0.6540035641,0.008901570107,0.6475138122,0.6506425486,0.6524390244,1
0.6174366073,0.07038398298,0.6320441989,0.6208963283,0.6291574279,0
0.6250660767,0.08244188671,0.635359116,0.6279697624,0.6335920177,1
0.6016327064,0.06469033111,0.6121546961,0.6019168467,0.6141906874,1
0.5950931613,0.06537382726,0.6193370166,0.6058315335,0.6003325942,1
0.5994528581,0.3995421865,0.6093480663,0.5977321814,0.6141463415,1
0.6038125548,0.003726988426,0.617679558,0.6009719222,0.6175110865,1
0.5940032371,0.004001031692,0.6011049724,0.5874730022,0.6043791574,1
0.5738396395,0.007070316278,0.5878453039,0.5718142549,0.5870288248,1
0.580373735,0.01087145759,0.5872209945,0.5739686825,0.5825720621,1
0.5356922926,0.004562014379,0.5506740331,0.542699784,0.5493348115,1
0.5423953264,0.007531353774,0.5436022099,0.5363390929,0.5481818182,1
0.5215232781,0.003253054776,0.5287292818,0.5188984881,0.5238359202,1
0.493185249,0.00556791437,0.479558011,0.4875809935,0.483924612,1
0.4975449457,0.0096140826,0.5226519337,0.5080993521,0.5105321508,0
0.5193434297,0.0148660412,0.5325966851,0.5194384449,0.5281818182,1
0.5051199189,0.001296063449,0.5095027624,0.4994060475,0.5139689579,1
0.5177085434,0.02249734017,0.5287292818,0.5145788337,0.5310421286,1
0.5013542308,0.002289067286,0.5143646409,0.5,0.5144068736,1
0.5193434297,0.03990392365,0.555801105,0.5404967603,0.5315964523,1
0.5613055112,0.016023471,0.5784530387,0.5626349892,0.5720620843,1
0.5596706249,0.02831028146,0.5668508287,0.5572354212,0.5703991131,1
0.5411419136,0.008717799916,0.5497237569,0.5350971922,0.5515521064,1
0.5302426716,0.0016023471,0.5359116022,0.5242980562,0.5404656319,1
0.5215232781,0.02219750459,0.526519337,0.5194384449,0.5304878049,1
0.5237031264,0.02239739498,0.5563535912,0.5410367171,0.5310421286,1
0.5286077853,0.1911177741,0.5430939227,0.5280777538,0.529578714,1
0.5356922926,0.1976851404,0.5475138122,0.5323974082,0.5388026608,1
