close,volume,open,high,low,label
1.249911955,0.169812803,1.265332713,1.260058553,1.242620928,1
1.287265645,0.02236126872,1.286250693,1.280889343,1.293348566,1
1.274951242,0.07892863661,1.263281931,1.268635937,1.270253056,0
1.266741639,0.05003610624,1.264102243,1.260467,1.270253056,0
1.261323302,0.2404389884,1.253585832,1.262100787,1.257934076,0
1.26838356,0.03542379203,1.267383495,1.262100787,1.274377254,0
1.254016756,0.05800645945,1.250977236,1.247805147,1.241383669,0
1.246981127,1.006146393,1.246875672,1.241678444,1.247644201,0
1.271256921,0.07007268861,1.261940719,1.264959915,1.268904443,0
1.244239119,0.08634549307,1.251387393,1.24936133,1.25011872,0
1.276593162,0.3727247117,1.276406938,1.271086618,1.259117721,1
1.275772202,0.1354960045,1.270664747,1.271495065,1.277676613,0
1.297322408,0.3912115032,1.287891319,1.296177508,1.294998246,0
1.295393151,0.04472253744,1.294371791,1.28897659,1.301514479,0
1.295278217,0.03951966798,1.310819065,1.305355309,1.301399001,0
1.295475248,0.3074120952,1.30634836,1.300903239,1.290131692,1
1.256890117,0.01660490251,1.255899114,1.250664275,1.262829499,1
1.275616219,0.2298118508,1.262461618,1.269297621,1.267370242,0
1.268063385,0.1358281026,1.267063573,1.261782199,1.274055567,0
1.257312911,0.08678829047,1.267752636,1.262468389,1.254581103,0
1.234765238,0.2039082029,1.249750869,1.244541657,1.23890915,1
1.254098852,0.103725291,1.270664747,1.265776809,1.260025045,1
1.242560256,0.02811763492,1.241580552,1.236405395,1.248431923,1
1.27002548,0.2747557869,1.291992883,1.286607599,1.275202094,0
1.26838356,0.5904703334,1.249746767,1.262100787,1.256643202,1
1.213789704,0.2217307982,1.251387393,1.24617136,1.219525418,0
1.280697963,0.0663089107,1.279688189,1.274354193,1.286749849,1
1.318051654,0.2747557869,1.302656952,1.311522857,1.308748322,0
1.316569821,0.3418395931,1.299785856,1.311110325,1.305721161,0
1.290221102,0.2525052176,1.278634087,1.28383016,1.28568993,0
1.309743536,0.08180681971,1.301598748,1.303255892,1.308781316,0
1.284802764,0.2535015117,1.306717501,1.301270841,1.290874047,0
1.297117168,0.2682245253,1.291291516,1.296218353,1.287615931,1
1.300401009,0.07272947301,1.291316125,1.293959642,1.298441951,0
1.300758127,0.3814699604,1.317832741,1.313565091,1.306904806,0
1.284433332,0.06199163605,1.297324918,1.291917408,1.290502869,1
1.265140767,0.1185590039,1.264143259,1.258874057,1.271119138,1
1.277003642,0.1612889531,1.250156923,1.270678171,1.257055622,0
1.28933036,0.200476523,1.271690138,1.286199152,1.278707663,0
1.257296492,0.09453724497,1.251916495,1.251068638,1.258824903,0
1.272488361,0.8141937199,1.279688189,1.274354193,1.251694164,0
1.286617087,0.04649372704,1.285602646,1.280243996,1.292696943,1
1.285049053,0.6541224597,1.287891319,1.28252313,1.276748668,0
1.287470885,0.1187804026,1.32029368,1.314790432,1.285925009,1
1.347047969,0.2847187284,1.32503919,1.341114832,1.332351109,1
1.323798376,1.621745479,1.317832741,1.329081987,1.320539405,0
1.309431571,1.578129935,1.305938203,1.306237554,1.30737084,0
1.316409733,0.228926256,1.307144064,1.309889069,1.314357232,0
1.277496218,0.2611397669,1.282559285,1.277213321,1.28345049,0
1.30491629,0.0607739432,1.305655196,1.300212963,1.311082619,1
1.293012367,0.07029408731,1.312385863,1.306915576,1.299122444,1
1.264278759,0.1619531492,1.248106141,1.271025351,1.254993523,1
1.248655885,0.4610627931,1.226778005,1.248622041,1.233135272,0
1.247859554,0.1598498615,1.242770005,1.241678444,1.22193395,0
1.170767283,0.6044184515,1.199297521,1.209778745,1.176299696,0
1.203527701,0.2522838188,1.253028019,1.247805147,1.209214922,1
1.258942517,0.8633442313,1.27148506,1.288649833,1.264891598,1
1.33816518,1.622188276,1.280098346,1.342381017,1.287162269,1
1.317809471,0.5689946595,1.3691023,1.364825172,1.318093756,0
1.350890063,0.5916880262,1.370742926,1.3749424,1.357273639,1
1.35342683,0.2831689375,1.36212964,1.371147929,1.359822393,1
1.37428743,0.3638687637,1.389199967,1.402737209,1.380781569,1
1.365519575,5.409434441,1.367871831,1.369534564,1.365402434,1
1.41123064,6.537792917,1.404375757,1.404240293,1.394432665,1
1.420261203,0.5995476801,1.403145287,1.420986614,1.410888216,0
1.400595101,0.610285517,1.407657008,1.403014953,1.404677173,0
1.401863484,0.2398854916,1.396726338,1.394919536,1.39644115,1
1.380855112,0.3338692399,1.374434334,1.38381795,1.37748221,0
1.385780873,0.4254176024,1.369922613,1.378916588,1.373885909,0
1.370769615,0.2619146623,1.364180422,1.363979687,1.364503358,0
1.338070769,0.2273764651,1.335469469,1.33144281,1.339539586,0
1.33857566,0.297227755,1.333213609,1.334383627,1.322217954,0
1.335702299,2.206902243,1.328783919,1.329086072,1.319743435,0
1.347606222,0.4466718776,1.313731176,1.34093103,1.320980694,0
1.323387895,0.5603601101,1.302656952,1.321399102,1.309845359,0
1.320925015,0.2039082029,1.318915554,1.322550922,1.322989179,0
1.30491629,2.860249808,1.314551489,1.316587598,1.308649342,0
1.321745975,3.116297404,1.315781959,1.319283347,1.310513479,1
1.281929404,2.543428268,1.273535842,1.284973811,1.276851773,0
1.276671153,3.536290739,1.268203808,1.277621768,1.271490316,0
1.274540762,0.2054579938,1.263142477,1.26822749,1.270112833,0
1.256890117,3.135116294,1.263294235,1.258028572,1.254168683,0
1.218867343,0.05014680559,1.21447331,1.212829843,1.221175097,1
1.208946039,0.1328392201,1.210371746,1.205326674,1.212101861,0
1.177950685,0.02789623622,1.177021923,1.17211586,1.183517043,1
1.167360298,0.1523223057,1.166439886,1.161577931,1.172876612,0
1.168279774,0.1209943896,1.174688133,1.169791798,1.1671481,0
1.155944846,3.593079505,1.148356087,1.155904604,1.152713406,1
1.133179619,0.3782596792,1.136133425,1.136960839,1.136216614,0
1.136208962,1.681523128,1.152539683,1.147735667,1.141578071,1
1.153038647,1.587096582,1.145567023,1.147735667,1.151476147,1
1.149754806,0.6687347739,1.157871717,1.153045476,1.149001628,0
1.16371113,0.8965540364,1.163613908,1.163101438,1.169210199,1
1.170742655,0.2249410794,1.1599225,1.164943533,1.166323261,0
1.148112886,0.583717673,1.148807259,1.144263869,1.153125826,0
1.154885808,1.60447638,1.150899057,1.150974651,1.155187925,1
1.153309564,0.8162970075,1.146387336,1.150410994,1.152713406,0
1.117532117,0.323463501,1.122188105,1.1175106,1.117067961,0
1.131004074,0.7156712983,1.136953737,1.132214687,1.131267576,1
1.167397242,0.04284064848,1.176230321,1.171327558,1.172913729,1
1.182182735,0.7456708222,1.181250636,1.176326947,1.183026263,1
1.164203706,0.1039466897,1.165254534,1.169824473,1.169705103,0
1.172741693,0.3701786267,1.163613908,1.169791798,1.169709227,1
1.185877056,0.8394331717,1.182481106,1.184516307,1.184057313,0
1.186287537,1.369793758,1.178379541,1.180411416,1.179768147,0
1.175820294,0.801573994,1.190274079,1.185312778,1.181376584,0
1.214610665,1.252120349,1.217344406,1.230241932,1.207771453,1
1.215842105,0.8744141663,1.22841863,1.223298336,1.217875739,1
1.212147784,0.2848294278,1.204629555,1.207777355,1.211277021,1
1.195318099,2.229042113,1.192324861,1.193477631,1.189006351,0
1.190843866,9.773756319,1.181250636,1.184945176,1.187769091,0
1.21005023,0.05070030234,1.208361979,1.204056404,1.215030042,0
1.195728579,0.3423930898,1.191734236,1.196479715,1.198310542,0
1.213186299,0.3966357714,1.22841863,1.227374635,1.218919161,0
1.239838773,0.4464504789,1.235629181,1.237961578,1.237341954,1
1.228961049,0.01405881746,1.227992068,1.222873551,1.234768455,0
1.215431625,1.804952903,1.211602215,1.215129399,1.211070811,0
1.215021145,2.363984621,1.210166668,1.209002696,1.212518405,0
1.212147784,0.185310712,1.223086596,1.217988527,1.216638479,0
1.209069183,1.721264195,1.199297521,1.206139483,1.205090724,1
1.206318966,0.5580354238,1.202045569,1.200343622,1.203317319,0
1.212353024,0.1026182975,1.204219399,1.206347791,1.209214922,0
1.20850272,0.3024306244,1.217754562,1.212678717,1.210452182,0
1.214610665,0.9737114834,1.209633464,1.208594249,1.21478259,1
1.197711198,0.358887293,1.203809242,1.198791524,1.199358089,0
1.212353024,0.2676710285,1.212422528,1.207368908,1.210864602,1
1.235545151,1.279463088,1.233176446,1.236777082,1.239981441,1
1.235545151,0.0649805185,1.240313168,1.235143295,1.239057621,0
1.236735543,0.5238293246,1.234497149,1.230609534,1.23705326,1
1.233829344,0.2440920669,1.231289726,1.227717731,1.23808431,0
1.214200184,0.2897001992,1.21570378,1.210636483,1.212497784,0
1.244986193,1.659493957,1.241953794,1.242903785,1.248807225,1
1.229798429,3.806286453,1.23539129,1.230241932,1.229835913,0
1.243939469,0.409808994,1.246875672,1.241678444,1.246745126,1
1.255248196,0.4405834133,1.2524538,1.250664275,1.257096864,1
1.23431371,0.3395149067,1.233750665,1.232182055,1.239078242,0
1.229330482,0.7740098558,1.229238943,1.224523676,1.228186234,0
1.257300597,0.8139723212,1.246875672,1.251072722,1.253385085,0
1.240881392,0.4906195196,1.246055359,1.240861551,1.242629176,0
1.256069156,0.1588535674,1.257129583,1.251889616,1.257843344,1
1.261200158,0.2211773015,1.242774107,1.254952967,1.249632065,1
1.241702352,0.6229052429,1.240313168,1.239227763,1.245507867,0
1.227335548,16.23140291,1.219395188,1.222412006,1.222412357,0
1.1973705,0.755412365,1.197246739,1.195074658,1.197667167,0
