close,volume,open,high,low,label
1.341702432,-0.2732736341,1.370517364,1.336334281,1.302091113,
1.269730744,-0.2785478412,1.349654147,1.315670417,1.244952736,1
1.459514099,-0.3280213897,1.456056551,1.421056121,1.505249787,1
1.396948158,-0.3090416725,1.339222539,1.359064531,1.38674056,0
1.35523753,-0.3187358138,1.343395183,1.317736803,1.38674056,0
1.327708516,-0.2548510514,1.289901896,1.326002349,1.323528585,0
1.363579656,-0.3236385979,1.360085756,1.326002349,1.407902922,0
1.290586058,-0.3160615679,1.27663289,1.253678826,1.238604027,0
1.25484005,0.002062263177,1.255769673,1.222683031,1.270728493,0
1.378178375,-0.3120130568,1.332400267,1.340467053,1.379820468,1
1.2409087,-0.3065531382,1.278719212,1.261551758,1.28342591,0
1.405290283,-0.2104659985,1.405984832,1.371462849,1.329602183,1
1.401119221,-0.2900619553,1.376776329,1.373529235,1.424832812,1
1.510609618,-0.2042632338,1.464401838,1.498400963,1.513714732,0
1.500807621,-0.3205186444,1.49736572,1.461970571,1.547151263,0
1.500223672,-0.3222643326,1.581027218,1.544832664,1.546558717,0
1.501224727,-0.2323799577,1.558286312,1.522309053,1.488743145,1
1.305184777,-0.3299527895,1.30166875,1.268143531,1.348648309,1
1.400326719,-0.2584167126,1.335049896,1.362412076,1.371948069,0
1.361952941,-0.2899505284,1.358458425,1.324390567,1.406252258,0
1.307332875,-0.306404569,1.361963445,1.327862097,1.306323585,0
1.192774636,-0.2671080117,1.270394788,1.237168399,1.22590661,1
1.291003164,-0.3007217965,1.376776329,1.344599826,1.334257903,1
1.232378877,-0.3260899899,1.228835261,1.196005983,1.274770504,1
1.371921781,-0.2433369373,1.485265054,1.44998553,1.412135395,0
1.363579656,-0.1374070872,1.270373925,1.326002349,1.316904766,1
1.086203982,-0.2611281008,1.278719212,1.245413281,1.126443509,0
1.426145597,-0.3132758951,1.422675405,1.38799394,1.471390008,1
1.615928953,-0.2433369373,1.539509417,1.576035098,1.584270046,0
1.608400185,-0.2208287013,1.524905166,1.573948048,1.568736872,0
1.474529925,-0.2508025403,1.417313558,1.435934103,1.465951281,0
1.573717798,-0.3080759726,1.534126707,1.534211438,1.584439345,0
1.447000911,-0.2504682596,1.560164001,1.524168801,1.49255237,0
1.509566852,-0.2455283332,1.481697444,1.498607601,1.475834104,1
1.526251103,-0.3111216415,1.481822624,1.487180485,1.531385304,0
1.528065516,-0.2075317565,1.616703318,1.58636703,1.57481047,0
1.445123933,-0.314724445,1.512387236,1.476848553,1.490647757,1
1.347103958,-0.2957447278,1.343603815,1.309677897,1.391184656,1
1.407375815,-0.2814077986,1.272460247,1.369396462,1.319021002,0
1.470004322,-0.2682594231,1.381992133,1.447919144,1.430123402,0
1.307249453,-0.3038046077,1.281410566,1.270189253,1.328099656,0
1.38443497,-0.06234249142,1.422675405,1.38799394,1.291509932,0
1.45621896,-0.3199243675,1.452760163,1.417791231,1.501906134,1
1.44825223,-0.1160502626,1.464401838,1.429321667,1.42007128,0
1.460556865,-0.2956704432,1.629221248,1.592566189,1.467157535,1
1.763250889,-0.23999413,1.653359989,1.72574479,1.705382243,1
1.645126392,0.208610614,1.616703318,1.664869048,1.644773239,0
1.572132794,0.1939765463,1.55619999,1.549296059,1.577201817,0
1.607586827,-0.258713851,1.562333776,1.567769553,1.613050858,0
